,2012-07-20,2012-07-17,2012-07-16,2012-07-15,2012-07-14,2012-07-13,2012-07-12,2012-07-11,2012-07-10,2012-07-09,2012-07-08,2012-07-07,2012-07-06,2012-07-05,2012-07-04,2012-07-03,2012-06-30,2012-06-29,2012-06-28,2012-06-27,2012-06-26,2012-06-25,2012-06-24,2012-06-23,2012-06-22,2012-06-21,2012-06-20
raf15,0.07933333299999999,0.06,0.059666667,0.073,0.073777778,0.064111111,0.064111111,0.062555556,0.061444444,0.061444444,0.061444444,0.061444444,0.032111111,0.023555556000000002,0.023555556000000002,0.023555556000000002,0.002666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raf20,0.075166667,0.062666667,0.062416667,0.05675,0.055333333,0.048083333,0.048083333,0.046916667,0.046083333,0.046083333,0.046083333,0.046083333,0.024083333,0.017666667,0.017666667,0.017666667,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raf25,0.061733333,0.050133332999999995,0.049933332999999996,0.0454,0.044266667,0.038466667,0.038466667,0.037533332999999995,0.036866667,0.036866667,0.036866667,0.036866667,0.019266667,0.014133333,0.014133333,0.014133333,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007333330000000001,0.000866667,0.000866667
raf30,0.051444444000000006,0.041777778,0.041611111,0.037833333,0.036888889,0.032055556,0.032055556,0.031277778,0.030722222,0.030722222,0.030722222,0.030722222,0.016055556000000002,0.011777778000000001,0.011777778000000001,0.011777778000000001,0.001333333,0.0,0.0,0.0,0.000611111,0.000722222,0.000722222,0.000722222,0.000722222,0.000722222,0.000722222
rfd,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rfd5,1.0,1.0,0.8,0.8,0.8,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rfd10,0.9,0.7,0.6,0.6,0.6,0.5,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rfd15,0.7333333329999999,0.6,0.533333333,0.46666666700000003,0.46666666700000003,0.46666666700000003,0.4,0.4,0.333333333,0.26666666699999997,0.26666666699999997,0.26666666699999997,0.26666666699999997,0.2,0.133333333,0.133333333,0.133333333,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rfd20,0.6,0.55,0.5,0.45,0.4,0.35,0.3,0.3,0.25,0.2,0.2,0.2,0.2,0.15,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rfd25,0.56,0.44,0.4,0.36,0.32,0.28,0.24,0.24,0.2,0.16,0.16,0.16,0.16,0.12,0.08,0.08,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08
rfd30,0.46666666700000003,0.36666666700000006,0.333333333,0.3,0.26666666699999997,0.233333333,0.2,0.2,0.166666667,0.133333333,0.133333333,0.133333333,0.133333333,0.1,0.066666667,0.066666667,0.066666667,0.033333333,0.0,0.0,0.0,0.033333333,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
tav,0.681666667,0.673333333,0.6166666670000001,0.581666667,0.635,0.686666667,0.661666667,0.6466666670000001,0.68,0.691666667,0.678333333,0.661666667,0.601666667,0.638333333,0.66,0.643333333,0.615,0.685,0.671666667,0.665,0.66,0.695,0.71,0.688333333,0.653333333,0.675,0.671666667
tav5,0.642333333,0.636333333,0.642333333,0.662,0.673333333,0.671666667,0.671666667,0.662666667,0.654333333,0.648,0.6409999999999999,0.6406666670000001,0.6436666670000001,0.639,0.644,0.649666667,0.675333333,0.680333333,0.683666667,0.681333333,0.684333333,0.679666667,0.675666667,0.672666667,0.671333333,0.665,0.659666667
tav10,0.652166667,0.654,0.6525,0.658166667,0.660666667,0.656333333,0.656166667,0.653166667,0.6466666670000001,0.6459999999999999,0.645333333,0.6456666670000001,0.6515,0.657166667,0.662166667,0.666666667,0.6775,0.6779999999999999,0.6781666670000001,0.676333333,0.674666667,0.669666667,0.665,0.660166667,0.658166667,0.655166667,0.653
tav15,0.652888889,0.649555556,0.649555556,0.6517777779999999,0.655111111,0.654111111,0.654333333,0.655222222,0.656222222,0.657444444,0.658111111,0.657555556,0.662444444,0.664666667,0.666666667,0.668666667,0.6715555559999999,0.670111111,0.6679999999999999,0.665888889,0.664888889,0.661888889,0.657888889,0.653,0.651444444,0.648555556,0.645777778
tav20,0.649416667,0.649833333,0.652,0.657666667,0.661416667,0.6615,0.661083333,0.6625,0.662083333,0.662,0.66175,0.6609999999999999,0.663083333,0.663416667,0.6635833329999999,0.663416667,0.66525,0.6635,0.660666667,0.6589166670000001,0.6575,0.65425,0.6509166670000001,0.648416667,0.647416667,0.643916667,0.640416667
tav25,0.6546,0.656133333,0.658466667,0.662066667,0.664266667,0.6637333329999999,0.663133333,0.6629999999999999,0.6616,0.660466667,0.658933333,0.6578,0.6595333329999999,0.66,0.6596,0.658466667,0.658466667,0.6568,0.655466667,0.6542,0.652,0.648266667,0.643733333,0.6406,0.6382,0.634266667,0.630733333
tav30,0.6447222220000001,0.645444444,0.646444444,0.6485,0.648833333,0.648055556,0.647333333,0.646888889,0.6457222220000001,0.644333333,0.643388889,0.641833333,0.642777778,0.642555556,0.641555556,0.641555556,0.641055556,0.638277778,0.635777778,0.6339444439999999,0.631722222,0.627777778,0.623555556,0.620222222,0.617722222,0.615722222,0.614777778
",tmi",0.6166666670000001,0.611666667,0.568333333,0.566666667,0.591666667,0.6133333329999999,0.598333333,0.593333333,0.595,0.61,0.61,0.561666667,0.586666667,0.6083333329999999,0.6333333329999999,0.585,0.588333333,0.6166666670000001,0.605,0.58,0.601666667,0.6233333329999999,0.6416666670000001,0.606666667,0.588333333,0.605,0.61
tmi5,0.6073333329999999,0.587666667,0.592666667,0.598333333,0.602,0.601333333,0.594,0.592666667,0.595333333,0.6,0.595,0.604666667,0.601,0.597,0.593666667,0.597666667,0.6053333329999999,0.6103333329999999,0.610666667,0.6123333329999999,0.613,0.6103333329999999,0.6033333329999999,0.601,0.594333333,0.589333333,0.587666667
tmi10,0.602833333,0.590833333,0.592666667,0.596833333,0.601,0.598166667,0.599333333,0.596833333,0.596166667,0.596833333,0.596333333,0.598166667,0.599666667,0.601166667,0.602,0.604166667,0.607833333,0.606833333,0.605833333,0.6033333329999999,0.601166667,0.599,0.593333333,0.589,0.588166667,0.5875,0.5851666670000001
tmi15,0.600333333,0.595444444,0.595444444,0.596888889,0.598555556,0.598,0.596777778,0.597333333,0.5992222220000001,0.601333333,0.601111111,0.602888889,0.604111111,0.604222222,0.602444444,0.603111111,0.601111111,0.599,0.5962222220000001,0.5962222220000001,0.596,0.593555556,0.5892222220000001,0.585666667,0.583777778,0.582333333,0.580666667
tmi20,0.5995,0.5945,0.596166667,0.599,0.6015,0.601166667,0.600666667,0.60125,0.602,0.601833333,0.6010833329999999,0.60075,0.6004166670000001,0.6000833329999999,0.597666667,0.596583333,0.5965,0.5945,0.591916667,0.590916667,0.59,0.5880833329999999,0.583583333,0.580666667,0.58,0.5755,0.5720833329999999
tmi25,0.600666667,0.598066667,0.599533333,0.601266667,0.601866667,0.6011333329999999,0.5994,0.598866667,0.5991333329999999,0.5981333329999999,0.5962666670000001,0.597,0.5974666670000001,0.5966,0.594333333,0.593066667,0.591533333,0.588933333,0.586666667,0.586466667,0.583,0.579733333,0.5758,0.574,0.571466667,0.568666667,0.563466667
tmi30,0.5902777779999999,0.5872777779999999,0.586833333,0.5872777779999999,0.587611111,0.586666667,0.5855,0.585055556,0.5851666670000001,0.584388889,0.583277778,0.583,0.582111111,0.581277778,0.579666667,0.578555556,0.574277778,0.571777778,0.569722222,0.569111111,0.566555556,0.563611111,0.558222222,0.555444444,0.5533888889999999,0.5513888889999999,0.549444444
tmx,0.7533333329999999,0.735,0.671666667,0.6,0.688333333,0.745,0.725,0.698333333,0.73,0.778333333,0.7616666670000001,0.768333333,0.6133333329999999,0.673333333,0.711666667,0.705,0.643333333,0.781666667,0.7383333329999999,0.7716666670000001,0.768333333,0.798333333,0.79,0.763333333,0.726666667,0.795,0.788333333
tmx5,0.685333333,0.6859999999999999,0.691333333,0.717333333,0.7353333329999999,0.738666667,0.7473333329999999,0.7303333329999999,0.7190000000000001,0.705666667,0.694333333,0.690666667,0.703333333,0.697333333,0.711333333,0.718,0.7716666670000001,0.773333333,0.778333333,0.769333333,0.774666667,0.7726666670000001,0.777,0.775,0.777333333,0.7666666670000001,0.7516666670000001
tmx10,0.701333333,0.716666667,0.710833333,0.718166667,0.7205,0.7165,0.7190000000000001,0.716833333,0.7081666670000001,0.7085,0.7061666670000001,0.7065,0.722,0.7345,0.7423333329999999,0.748166667,0.772166667,0.775166667,0.776666667,0.773333333,0.7706666670000001,0.762166667,0.7593333329999999,0.756166667,0.758,0.75,0.7445
tmx15,0.7072222220000001,0.708,0.708333333,0.7112222220000001,0.7174444440000001,0.7170000000000001,0.7201111109999999,0.724777778,0.7293333329999999,0.7301111109999999,0.730222222,0.7274444440000001,0.7395555559999999,0.747222222,0.7538888890000001,0.757111111,0.765333333,0.764,0.7635555559999999,0.761777778,0.758222222,0.7538888890000001,0.7516666670000001,0.7483333329999999,0.7484444440000001,0.743222222,0.7381111109999999
tmx20,0.70475,0.711583333,0.7164166670000001,0.726333333,0.7314166670000001,0.7323333329999999,0.7324166670000001,0.73725,0.740166667,0.741833333,0.7414166670000001,0.739916667,0.7463333329999999,0.7483333329999999,0.750833333,0.752166667,0.7583333329999999,0.757083333,0.755833333,0.7536666670000001,0.751083333,0.74675,0.743583333,0.741916667,0.741583333,0.736666667,0.731833333
tmx25,0.7181333329999999,0.7231333329999999,0.728066667,0.7356,0.740533333,0.740866667,0.7414,0.743133333,0.7424666670000001,0.7418,0.7406,0.739666667,0.743733333,0.746133333,0.747933333,0.748266667,0.751733333,0.749533333,0.7492,0.747133333,0.744266667,0.74,0.734533333,0.730533333,0.7286,0.7226,0.718733333
tmx30,0.709277778,0.715888889,0.7181111109999999,0.722833333,0.723666667,0.7242222220000001,0.7244444440000001,0.726,0.7255,0.7240000000000001,0.723833333,0.722,0.725833333,0.7272777779999999,0.7272777779999999,0.728,0.730555556,0.727555556,0.724722222,0.7211111109999999,0.7181111109999999,0.713,0.709722222,0.707277778,0.704777778,0.7021111109999999,0.700444444
landuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
