,2012-08-02,2012-08-01,2012-07-31,2012-07-30,2012-07-29,2012-07-26,2012-07-25,2012-07-24,2012-07-23,2012-07-22,2012-07-21,2012-07-20,2012-07-17,2012-07-16,2012-07-15,2012-07-14,2012-07-13,2012-07-12,2012-07-11,2012-07-10,2012-07-09,2012-07-08,2012-07-07,2012-07-06,2012-07-05,2012-07-04,2012-07-03
raf15,0.024222222,0.024333333,0.024666667000000003,0.029777777999999998,0.031666667,0.042888889000000006,0.044000000000000004,0.044000000000000004,0.043777777999999996,0.041555556,0.07088888900000001,0.07933333299999999,0.06,0.059666667,0.073,0.073777778,0.064111111,0.064111111,0.062555556,0.061444444,0.061444444,0.061444444,0.061444444,0.032111111,0.023555556000000002,0.023555556000000002,0.023555556000000002
raf20,0.032833333,0.032833333,0.034,0.033,0.033,0.055,0.061416667,0.061416667,0.06125,0.059583332999999995,0.059583332999999995,0.075166667,0.062666667,0.062416667,0.05675,0.055333333,0.048083333,0.048083333,0.046916667,0.046083333,0.046083333,0.046083333,0.046083333,0.024083333,0.017666667,0.017666667,0.017666667
raf25,0.027866667,0.027866667,0.045466667,0.049133333,0.049133333,0.049133333,0.061666667,0.063266667,0.063133333,0.0618,0.0618,0.061733333,0.050133332999999995,0.049933332999999996,0.0454,0.044266667,0.038466667,0.038466667,0.037533332999999995,0.036866667,0.036866667,0.036866667,0.036866667,0.019266667,0.014133333,0.014133333,0.014133333
raf30,0.042166667000000005,0.042166667000000005,0.042166667000000005,0.040944443999999997,0.05138888900000001,0.052722222,0.052722222,0.052722222,0.052611110999999995,0.0515,0.0515,0.051444444000000006,0.041777778,0.041611111,0.037833333,0.036888889,0.032055556,0.032055556,0.031277778,0.030722222,0.030722222,0.030722222,0.030722222,0.016055556000000002,0.011777778000000001,0.011777778000000001,0.011777778000000001
rfd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
rfd5,0.2,0.2,0.2,0.2,0.0,0.4,0.4,0.6,0.8,0.8,0.8,1.0,1.0,0.8,0.8,0.8,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.4
rfd10,0.1,0.2,0.3,0.3,0.3,0.6,0.7,0.8,0.9,0.9,0.8,0.9,0.7,0.6,0.6,0.6,0.5,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.3,0.2,0.2
rfd15,0.333333333,0.4,0.46666666700000003,0.533333333,0.533333333,0.666666667,0.7333333329999999,0.8,0.8,0.7333333329999999,0.666666667,0.7333333329999999,0.6,0.533333333,0.46666666700000003,0.46666666700000003,0.46666666700000003,0.4,0.4,0.333333333,0.26666666699999997,0.26666666699999997,0.26666666699999997,0.26666666699999997,0.2,0.133333333,0.133333333
rfd20,0.5,0.55,0.55,0.6,0.6,0.6,0.65,0.7,0.7,0.65,0.6,0.6,0.55,0.5,0.45,0.4,0.35,0.3,0.3,0.25,0.2,0.2,0.2,0.2,0.15,0.1,0.1
rfd25,0.52,0.52,0.52,0.56,0.56,0.56,0.56,0.6,0.64,0.6,0.56,0.56,0.44,0.4,0.36,0.32,0.28,0.24,0.24,0.2,0.16,0.16,0.16,0.16,0.12,0.08,0.08
rfd30,0.5,0.5,0.5,0.5,0.46666666700000003,0.533333333,0.533333333,0.533333333,0.533333333,0.5,0.46666666700000003,0.46666666700000003,0.36666666700000006,0.333333333,0.3,0.26666666699999997,0.233333333,0.2,0.2,0.166666667,0.133333333,0.133333333,0.133333333,0.133333333,0.1,0.066666667,0.066666667
tav,0.763333333,0.768333333,0.7383333329999999,0.725,0.7333333329999999,0.718333333,0.72,0.718333333,0.715,0.71,0.71,0.681666667,0.673333333,0.6166666670000001,0.581666667,0.635,0.686666667,0.661666667,0.6466666670000001,0.68,0.691666667,0.678333333,0.661666667,0.601666667,0.638333333,0.66,0.643333333
tav5,0.7373333329999999,0.727666667,0.723666667,0.722666667,0.719666667,0.714666667,0.7070000000000001,0.693333333,0.688333333,0.6809999999999999,0.662333333,0.642333333,0.636333333,0.642333333,0.662,0.673333333,0.671666667,0.671666667,0.662666667,0.654333333,0.648,0.6409999999999999,0.6406666670000001,0.6436666670000001,0.639,0.644,0.649666667
tav10,0.727833333,0.722,0.719166667,0.714833333,0.7065,0.6885,0.674666667,0.666333333,0.6635,0.658666667,0.652333333,0.652166667,0.654,0.6525,0.658166667,0.660666667,0.656333333,0.656166667,0.653166667,0.6466666670000001,0.6459999999999999,0.645333333,0.6456666670000001,0.6515,0.657166667,0.662166667,0.666666667
tav15,0.714666667,0.708333333,0.7002222220000001,0.690666667,0.684111111,0.673111111,0.670444444,0.668666667,0.666222222,0.6629999999999999,0.6557777779999999,0.652888889,0.649555556,0.649555556,0.6517777779999999,0.655111111,0.654111111,0.654333333,0.655222222,0.656222222,0.657444444,0.658111111,0.657555556,0.662444444,0.664666667,0.666666667,0.668666667
tav20,0.695666667,0.690333333,0.68575,0.6835,0.681416667,0.6705,0.666416667,0.6635,0.6599166670000001,0.657416667,0.65275,0.649416667,0.649833333,0.652,0.657666667,0.661416667,0.6615,0.661083333,0.6625,0.662083333,0.662,0.66175,0.6609999999999999,0.663083333,0.663416667,0.6635833329999999,0.663416667
tav25,0.690866667,0.6866,0.681133333,0.677666667,0.6747333329999999,0.665133333,0.660933333,0.6596,0.6578666670000001,0.656066667,0.654066667,0.6546,0.656133333,0.658466667,0.662066667,0.664266667,0.6637333329999999,0.663133333,0.6629999999999999,0.6616,0.660466667,0.658933333,0.6578,0.6595333329999999,0.66,0.6596,0.658466667
tav30,0.669444444,0.665277778,0.662666667,0.659055556,0.655111111,0.6505,0.6485,0.6477222220000001,0.647555556,0.646833333,0.644944444,0.6447222220000001,0.645444444,0.646444444,0.6485,0.648833333,0.648055556,0.647333333,0.646888889,0.6457222220000001,0.644333333,0.643388889,0.641833333,0.642777778,0.642555556,0.641555556,0.641555556
",tmi",0.696666667,0.69,0.691666667,0.6283333329999999,0.678333333,0.653333333,0.656666667,0.675,0.671666667,0.648333333,0.653333333,0.6166666670000001,0.611666667,0.568333333,0.566666667,0.591666667,0.6133333329999999,0.598333333,0.593333333,0.595,0.61,0.61,0.561666667,0.586666667,0.6083333329999999,0.6333333329999999,0.585
tmi5,0.670333333,0.663333333,0.655666667,0.661333333,0.660666667,0.6609999999999999,0.653,0.6426666670000001,0.6416666670000001,0.6343333329999999,0.6173333329999999,0.6073333329999999,0.587666667,0.592666667,0.598333333,0.602,0.601333333,0.594,0.592666667,0.595333333,0.6,0.595,0.604666667,0.601,0.597,0.593666667,0.597666667
tmi10,0.666333333,0.662166667,0.658333333,0.657166667,0.651666667,0.639166667,0.630166667,0.621833333,0.616,0.611,0.605,0.602833333,0.590833333,0.592666667,0.596833333,0.601,0.598166667,0.599333333,0.596833333,0.596166667,0.596833333,0.596333333,0.598166667,0.599666667,0.601166667,0.602,0.604166667
tmi15,0.658111111,0.652888889,0.6446666670000001,0.640555556,0.634777778,0.6236666670000001,0.619555556,0.615222222,0.611111111,0.6053333329999999,0.600888889,0.600333333,0.595444444,0.595444444,0.596888889,0.598555556,0.598,0.596777778,0.597333333,0.5992222220000001,0.601333333,0.601111111,0.602888889,0.604111111,0.604222222,0.602444444,0.603111111
tmi20,0.641166667,0.6365833329999999,0.6316666670000001,0.63,0.626583333,0.615916667,0.6135,0.6114166670000001,0.607083333,0.605166667,0.600916667,0.5995,0.5945,0.596166667,0.599,0.6015,0.601166667,0.600666667,0.60125,0.602,0.601833333,0.6010833329999999,0.60075,0.6004166670000001,0.6000833329999999,0.597666667,0.596583333
tmi25,0.6332,0.628066667,0.623866667,0.623066667,0.621266667,0.612933333,0.6102,0.607866667,0.6052,0.6024666670000001,0.6004,0.600666667,0.598066667,0.599533333,0.601266667,0.601866667,0.6011333329999999,0.5994,0.598866667,0.5991333329999999,0.5981333329999999,0.5962666670000001,0.597,0.5974666670000001,0.5966,0.594333333,0.593066667
tmi30,0.6156666670000001,0.612166667,0.609444444,0.607444444,0.604444444,0.598777778,0.596944444,0.5952222220000001,0.5942222220000001,0.592833333,0.590666667,0.5902777779999999,0.5872777779999999,0.586833333,0.5872777779999999,0.587611111,0.586666667,0.5855,0.585055556,0.5851666670000001,0.584388889,0.583277778,0.583,0.582111111,0.581277778,0.579666667,0.578555556
tmx,0.841666667,0.836666667,0.798333333,0.776666667,0.795,0.791666667,0.791666667,0.793333333,0.763333333,0.765,0.773333333,0.7533333329999999,0.735,0.671666667,0.6,0.688333333,0.745,0.725,0.698333333,0.73,0.778333333,0.7616666670000001,0.768333333,0.6133333329999999,0.673333333,0.711666667,0.705
tmx5,0.800333333,0.790333333,0.789,0.792,0.791666667,0.777333333,0.7696666670000001,0.7496666670000001,0.7423333329999999,0.7363333329999999,0.716,0.685333333,0.6859999999999999,0.691333333,0.717333333,0.7353333329999999,0.738666667,0.7473333329999999,0.7303333329999999,0.7190000000000001,0.705666667,0.694333333,0.690666667,0.703333333,0.697333333,0.711333333,0.718
tmx10,0.7928333329999999,0.785666667,0.783166667,0.780833333,0.7706666670000001,0.7466666670000001,0.7275,0.7170000000000001,0.715166667,0.711166667,0.703666667,0.701333333,0.716666667,0.710833333,0.718166667,0.7205,0.7165,0.7190000000000001,0.716833333,0.7081666670000001,0.7085,0.7061666670000001,0.7065,0.722,0.7345,0.7423333329999999,0.748166667
tmx15,0.7759999999999999,0.769222222,0.760777778,0.7490000000000001,0.741888889,0.728222222,0.7241111109999999,0.7231111109999999,0.723,0.7232222220000001,0.712555556,0.7072222220000001,0.708,0.708333333,0.7112222220000001,0.7174444440000001,0.7170000000000001,0.7201111109999999,0.724777778,0.7293333329999999,0.7301111109999999,0.730222222,0.7274444440000001,0.7395555559999999,0.747222222,0.7538888890000001,0.757111111
tmx20,0.754,0.748416667,0.743416667,0.741083333,0.74025,0.72875,0.722833333,0.71875,0.715833333,0.7150833329999999,0.71025,0.70475,0.711583333,0.7164166670000001,0.726333333,0.7314166670000001,0.7323333329999999,0.7324166670000001,0.73725,0.740166667,0.741833333,0.7414166670000001,0.739916667,0.7463333329999999,0.7483333329999999,0.750833333,0.752166667
tmx25,0.750933333,0.7482,0.7408,0.736666667,0.7333333329999999,0.723666667,0.717733333,0.7172666670000001,0.7162666670000001,0.716533333,0.716333333,0.7181333329999999,0.7231333329999999,0.728066667,0.7356,0.740533333,0.740866667,0.7414,0.743133333,0.7424666670000001,0.7418,0.7406,0.739666667,0.743733333,0.746133333,0.747933333,0.748266667
tmx30,0.726333333,0.721944444,0.720333333,0.7170000000000001,0.711944444,0.7092222220000001,0.7084444440000001,0.708611111,0.7095,0.7094444440000001,0.707888889,0.709277778,0.715888889,0.7181111109999999,0.722833333,0.723666667,0.7242222220000001,0.7244444440000001,0.726,0.7255,0.7240000000000001,0.723833333,0.722,0.725833333,0.7272777779999999,0.7272777779999999,0.728
landuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
