,2012-07-12,2012-07-11,2012-07-10,2012-07-09,2012-07-08,2012-07-07,2012-07-06,2012-07-05,2012-07-04,2012-07-03,2012-06-30,2012-06-29,2012-06-28,2012-06-27,2012-06-26,2012-06-25,2012-06-24,2012-06-23,2012-06-22,2012-06-21,2012-06-20,2012-06-19,2012-06-18,2012-06-17,2012-06-16,2012-06-15,2012-06-14,2012-06-13,2012-06-12
tav20,0.661083333,0.6625,0.662083333,0.662,0.66175,0.6609999999999999,0.663083333,0.663416667,0.6635833329999999,0.663416667,0.66525,0.6635,0.660666667,0.6589166670000001,0.6575,0.65425,0.6509166670000001,0.648416667,0.647416667,0.643916667,0.640416667,0.63575,0.632583333,0.629916667,0.626583333,0.6235,0.61975,0.6166666670000001,0.61575
tav25,0.663133333,0.6629999999999999,0.6616,0.660466667,0.658933333,0.6578,0.6595333329999999,0.66,0.6596,0.658466667,0.658466667,0.6568,0.655466667,0.6542,0.652,0.648266667,0.643733333,0.6406,0.6382,0.634266667,0.630733333,0.6266666670000001,0.622866667,0.6216,0.6216,0.6214666670000001,0.6192,0.617,0.613933333
tav30,0.647333333,0.646888889,0.6457222220000001,0.644333333,0.643388889,0.641833333,0.642777778,0.642555556,0.641555556,0.641555556,0.641055556,0.638277778,0.635777778,0.6339444439999999,0.631722222,0.627777778,0.623555556,0.620222222,0.617722222,0.615722222,0.614777778,0.613166667,0.610944444,0.6088888889999999,0.606,0.602,0.597611111,0.594111111,0.590388889
",tmi",0.598333333,0.593333333,0.595,0.61,0.61,0.561666667,0.586666667,0.6083333329999999,0.6333333329999999,0.585,0.588333333,0.6166666670000001,0.605,0.58,0.601666667,0.6233333329999999,0.6416666670000001,0.606666667,0.588333333,0.605,0.61,0.606666667,0.595,0.555,0.58,0.601666667,0.585,0.563333333,0.58
tmi5,0.594,0.592666667,0.595333333,0.6,0.595,0.604666667,0.601,0.597,0.593666667,0.597666667,0.6053333329999999,0.6103333329999999,0.610666667,0.6123333329999999,0.613,0.6103333329999999,0.6033333329999999,0.601,0.594333333,0.589333333,0.587666667,0.583333333,0.5770000000000001,0.5820000000000001,0.585666667,0.582666667,0.581,0.579,0.575
tmi10,0.599333333,0.596833333,0.596166667,0.596833333,0.596333333,0.598166667,0.599666667,0.601166667,0.602,0.604166667,0.607833333,0.606833333,0.605833333,0.6033333329999999,0.601166667,0.599,0.593333333,0.589,0.588166667,0.5875,0.5851666670000001,0.5821666670000001,0.578,0.5785,0.578833333,0.5771666670000001,0.573833333,0.572333333,0.5718333329999999
tmi15,0.596777778,0.597333333,0.5992222220000001,0.601333333,0.601111111,0.602888889,0.604111111,0.604222222,0.602444444,0.603111111,0.601111111,0.599,0.5962222220000001,0.5962222220000001,0.596,0.593555556,0.5892222220000001,0.585666667,0.583777778,0.582333333,0.580666667,0.5770000000000001,0.573888889,0.5752222220000001,0.570888889,0.566888889,0.564111111,0.564,0.560333333
tmi20,0.600666667,0.60125,0.602,0.601833333,0.6010833329999999,0.60075,0.6004166670000001,0.6000833329999999,0.597666667,0.596583333,0.5965,0.5945,0.591916667,0.590916667,0.59,0.5880833329999999,0.583583333,0.580666667,0.58,0.5755,0.5720833329999999,0.568916667,0.56725,0.56575,0.5635,0.557416667,0.554333333,0.5525,0.55075
tmi25,0.5994,0.598866667,0.5991333329999999,0.5981333329999999,0.5962666670000001,0.597,0.5974666670000001,0.5966,0.594333333,0.593066667,0.591533333,0.588933333,0.586666667,0.586466667,0.583,0.579733333,0.5758,0.574,0.571466667,0.568666667,0.563466667,0.560133333,0.5574,0.557,0.555866667,0.553666667,0.550266667,0.5467333329999999,0.5414
tmi30,0.5855,0.585055556,0.5851666670000001,0.584388889,0.583277778,0.583,0.582111111,0.581277778,0.579666667,0.578555556,0.574277778,0.571777778,0.569722222,0.569111111,0.566555556,0.563611111,0.558222222,0.555444444,0.5533888889999999,0.5513888889999999,0.549444444,0.547444444,0.544277778,0.541611111,0.537166667,0.5325,0.528444444,0.525111111,0.5226666670000001
tmx,0.725,0.698333333,0.73,0.778333333,0.7616666670000001,0.768333333,0.6133333329999999,0.673333333,0.711666667,0.705,0.643333333,0.781666667,0.7383333329999999,0.7716666670000001,0.768333333,0.798333333,0.79,0.763333333,0.726666667,0.795,0.788333333,0.811666667,0.7533333329999999,0.7383333329999999,0.7416666670000001,0.713333333,0.7616666670000001,0.731666667,0.745
tmx5,0.7473333329999999,0.7303333329999999,0.7190000000000001,0.705666667,0.694333333,0.690666667,0.703333333,0.697333333,0.711333333,0.718,0.7716666670000001,0.773333333,0.778333333,0.769333333,0.774666667,0.7726666670000001,0.777,0.775,0.777333333,0.7666666670000001,0.7516666670000001,0.7416666670000001,0.7373333329999999,0.738666667,0.7333333329999999,0.7373333329999999,0.7363333329999999,0.732666667,0.7293333329999999
tmx10,0.7190000000000001,0.716833333,0.7081666670000001,0.7085,0.7061666670000001,0.7065,0.722,0.7345,0.7423333329999999,0.748166667,0.772166667,0.775166667,0.776666667,0.773333333,0.7706666670000001,0.762166667,0.7593333329999999,0.756166667,0.758,0.75,0.7445,0.7390000000000001,0.735,0.7340000000000001,0.7315,0.7313333329999999,0.727833333,0.727666667,0.725166667
tmx15,0.7201111109999999,0.724777778,0.7293333329999999,0.7301111109999999,0.730222222,0.7274444440000001,0.7395555559999999,0.747222222,0.7538888890000001,0.757111111,0.765333333,0.764,0.7635555559999999,0.761777778,0.758222222,0.7538888890000001,0.7516666670000001,0.7483333329999999,0.7484444440000001,0.743222222,0.7381111109999999,0.7324444440000001,0.730888889,0.729666667,0.726666667,0.7252222220000001,0.718,0.7134444440000001,0.7090000000000001
tmx20,0.7324166670000001,0.73725,0.740166667,0.741833333,0.7414166670000001,0.739916667,0.7463333329999999,0.7483333329999999,0.750833333,0.752166667,0.7583333329999999,0.757083333,0.755833333,0.7536666670000001,0.751083333,0.74675,0.743583333,0.741916667,0.741583333,0.736666667,0.731833333,0.723916667,0.7194166670000001,0.7164166670000001,0.711583333,0.7105,0.706916667,0.702916667,0.701416667
tmx25,0.7414,0.743133333,0.7424666670000001,0.7418,0.7406,0.739666667,0.743733333,0.746133333,0.747933333,0.748266667,0.751733333,0.749533333,0.7492,0.747133333,0.744266667,0.74,0.734533333,0.730533333,0.7286,0.7226,0.718733333,0.713866667,0.7098,0.708866667,0.708733333,0.7096,0.7079333329999999,0.705533333,0.7019333329999999
tmx30,0.7244444440000001,0.726,0.7255,0.7240000000000001,0.723833333,0.722,0.725833333,0.7272777779999999,0.7272777779999999,0.728,0.730555556,0.727555556,0.724722222,0.7211111109999999,0.7181111109999999,0.713,0.709722222,0.707277778,0.704777778,0.7021111109999999,0.700444444,0.697888889,0.696777778,0.694555556,0.691666667,0.687666667,0.6829444440000001,0.679111111,0.672666667
landuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
